timestamp,face_count,ear,blink_count,closure_duration,yaw,pitch,roll,label
1788879930.23,1,0.3759,2,0.0,6.17,0.0,0.0,Focused
1788879930.32,1,0.3695,2,0.0,6.37,0.0,0.0,Focused
1788879930.41,1,0.3803,2,0.0,5.23,0.0,0.0,Focused
1788879930.5,2,0.358,2,0.0,7.48,0.0,0.0,Focused
1788879930.59,2,0.358,2,0.0,7.48,0.0,0.0,Focused
1788879930.66,1,0.4157,2,0.0,5.11,0.0,0.0,Focused
1788879930.71,1,0.3605,2,0.0,6.51,0.0,0.0,Focused
1788879930.81,1,0.3605,2,0.0,6.51,0.0,0.0,Focused
1788879930.89,1,0.3703,2,0.0,6.47,0.0,0.0,Focused
1788879930.96,1,0.3884,2,0.0,6.97,0.0,0.0,Focused
1788879931.03,1,0.3789,2,0.0,6.37,0.0,0.0,Focused
1788879931.09,1,0.3865,2,0.0,8.57,0.0,0.0,Focused
1788879931.18,1,0.3865,2,0.0,8.57,0.0,0.0,Focused
1788879931.25,1,0.4022,2,0.0,8.13,0.0,0.0,Focused
1788879931.33,2,0.4216,2,0.0,4.39,0.0,0.0,Focused
1788879935.07,1,0.3782,2,0.0,-17.54,0.0,0.0,Focused
1788879935.16,1,0.3783,2,0.0,-17.5,0.0,0.0,Focused
1788879935.25,2,0.3689,2,0.0,-14.98,0.0,0.0,Focused
1788879935.34,1,0.3649,2,0.0,-13.8,0.0,0.0,Focused
1788879935.44,3,0.3451,2,0.0,-16.41,0.0,0.0,Focused
1788879935.53,1,0.3549,2,0.0,-16.44,0.0,0.0,Focused
1788879935.62,1,0.3985,2,0.0,-17.23,0.0,0.0,Focused
1788879935.7,1,0.3672,2,0.0,-12.29,0.0,0.0,Focused
1788879935.8,1,0.3776,2,0.0,-14.49,0.0,0.0,Focused
1788879935.88,1,0.3776,2,0.0,-14.49,0.0,0.0,Focused
1788879935.97,1,0.386,2,0.0,-5.53,0.0,0.0,Focused
1788879936.04,1,0.388,2,0.0,-2.38,0.0,0.0,Focused
1788879936.13,1,0.3879,2,0.0,-1.95,0.0,0.0,Focused
1788879936.22,1,0.4397,2,0.0,-1.15,0.0,0.0,Focused
1788879936.32,1,0.4299,2,0.0,2.92,0.0,0.0,Focused
1788879936.41,1,0.4306,2,0.0,2.74,0.0,0.0,Focused
1788879936.48,1,0.4306,2,0.0,2.74,0.0,0.0,Focused
1788879936.55,1,0.4313,2,0.0,-0.47,0.0,0.0,Focused
1788879936.65,1,0.4406,2,0.0,1.07,0.0,0.0,Focused
1788879936.73,1,0.433,2,0.0,2.91,0.0,0.0,Focused
1788879936.84,1,0.4453,2,0.0,3.71,0.0,0.0,Focused
1788879936.91,2,0.4548,2,0.0,0.91,0.0,0.0,Focused
1788879936.98,1,0.4405,2,0.0,0.73,0.0,0.0,Focused
1788879937.12,1,0.4431,2,0.0,5.1,0.0,0.0,Focused
1788879937.22,1,0.4591,2,0.0,2.58,0.0,0.0,Focused
1788879937.29,1,0.4685,2,0.0,3.66,0.0,0.0,Focused
1788879937.4,1,0.4688,2,0.0,4.76,0.0,0.0,Focused
1788879937.48,1,0.4688,2,0.0,4.76,0.0,0.0,Focused
1788879937.54,1,0.4596,2,0.0,6.0,0.0,0.0,Focused
1788879937.6,1,0.4652,2,0.0,3.47,0.0,0.0,Focused
1788879937.68,1,0.4652,2,0.0,3.47,0.0,0.0,Focused
1788879937.78,1,0.4526,2,0.0,3.63,0.0,0.0,Focused
1788879937.86,1,0.4617,2,0.0,2.38,0.0,0.0,Focused
1788879937.95,1,0.4498,2,0.0,1.3,0.0,0.0,Focused
1788879939.72,1,0.4426,2,0.0,-11.02,0.0,0.0,Focused
1788879939.8,1,0.4195,2,0.0,-7.52,0.0,0.0,Focused
1788879939.89,1,0.4195,2,0.0,-7.52,0.0,0.0,Focused
1788879939.98,1,0.4284,2,0.0,-7.29,0.0,0.0,Focused
1788879940.05,1,0.4206,2,0.0,-6.42,0.0,0.0,Focused
1788879940.1,1,0.4014,2,0.0,-8.02,0.0,0.0,Focused
1788879940.16,1,0.4014,2,0.0,-8.02,0.0,0.0,Focused
1788879940.23,2,0.4351,2,0.0,-3.53,0.0,0.0,Focused
1788879940.3,1,0.4386,2,0.0,-1.93,0.0,0.0,Focused
1788879940.36,1,0.4386,2,0.0,-1.93,0.0,0.0,Focused
1788879940.43,1,0.4427,2,0.0,1.52,0.0,0.0,Focused
1788879940.49,1,0.4256,2,0.0,1.18,0.0,0.0,Focused
1788879940.55,1,0.4256,2,0.0,1.18,0.0,0.0,Focused
1788879940.63,1,0.4358,2,0.0,1.0,0.0,0.0,Focused
1788879940.69,2,0.4432,2,0.0,-0.28,0.0,0.0,Focused
1788879940.76,2,0.4432,2,0.0,-0.28,0.0,0.0,Focused
1788879940.84,1,0.4144,2,0.0,2.33,0.0,0.0,Focused
1788879940.92,1,0.4128,2,0.0,0.66,0.0,0.0,Focused
1788879940.97,1,0.4128,2,0.0,0.66,0.0,0.0,Focused
1788879941.04,1,0.4244,2,0.0,0.36,0.0,0.0,Focused
1788879941.12,1,0.4294,2,0.0,-0.66,0.0,0.0,Focused
1788879941.18,1,0.4294,2,0.0,-0.66,0.0,0.0,Focused
1788879941.26,1,0.4469,2,0.0,1.34,0.0,0.0,Focused
1788879941.32,1,0.4336,2,0.0,-1.53,0.0,0.0,Focused
1788879941.38,1,0.432,2,0.0,-1.0,0.0,0.0,Focused
1788879941.49,1,0.4129,2,0.0,-1.35,0.0,0.0,Focused
1788879941.56,1,0.4129,2,0.0,-1.35,0.0,0.0,Focused
1788879941.61,2,0.4001,2,0.0,-0.75,0.0,0.0,Focused
1788879941.69,2,0.3876,2,0.0,-1.43,0.0,0.0,Focused
1788879941.78,2,0.3876,2,0.0,-1.43,0.0,0.0,Focused
1788879941.87,1,0.4077,2,0.0,-2.76,0.0,0.0,Focused
1788879941.97,1,0.3934,2,0.0,-1.89,0.0,0.0,Focused
1788879942.04,1,0.3948,2,0.0,-1.69,0.0,0.0,Focused
1788879942.15,1,0.3773,2,0.0,-3.54,0.0,0.0,Focused
1788879942.2,1,0.3778,2,0.0,-1.22,0.0,0.0,Focused
1788879942.26,1,0.3778,2,0.0,-1.22,0.0,0.0,Focused
1788879942.32,1,0.3989,2,0.0,-0.62,0.0,0.0,Focused
1788879942.39,1,0.4227,2,0.0,0.3,0.0,0.0,Focused
1788879942.45,1,0.4227,2,0.0,0.3,0.0,0.0,Focused
1788879942.51,1,0.3962,2,0.0,2.63,0.0,0.0,Focused
1788879942.57,1,0.3455,2,0.0,3.26,0.0,0.0,Focused
1788879942.63,1,0.3455,2,0.0,3.26,0.0,0.0,Focused
1788879942.7,2,0.3118,2,0.0,3.69,0.0,0.0,Focused
1788879942.78,2,0.3134,2,0.0,-0.19,0.0,0.0,Focused
1788879942.84,2,0.3134,2,0.0,-0.19,0.0,0.0,Focused
1788879942.9,2,0.2948,2,0.0,0.9,0.0,0.0,Focused
1788879942.97,2,0.2999,2,0.0,-0.94,0.0,0.0,Focused
1788879943.02,2,0.2999,2,0.0,-0.94,0.0,0.0,Focused
1788879943.09,1,0.3066,2,0.0,1.04,0.0,0.0,Focused
1788879943.18,1,0.2757,2,0.0,-1.08,0.0,0.0,Focused
1788879943.24,1,0.2757,2,0.0,-1.08,0.0,0.0,Focused
1788879943.3,1,0.2673,2,0.0,4.63,0.0,0.0,Focused
1788879943.37,2,0.3008,2,0.0,6.5,0.0,0.0,Focused
1788879943.43,2,0.3008,2,0.0,6.5,0.0,0.0,Focused
1788879943.49,1,0.306,2,0.0,8.13,0.0,0.0,Focused
1788879943.58,1,0.3003,2,0.0,11.0,0.0,0.0,Focused
1788879943.65,1,0.3003,2,0.0,11.0,0.0,0.0,Focused
1788879943.71,1,0.3719,2,0.0,12.33,0.0,0.0,Focused
1788879943.8,2,0.4026,2,0.0,17.88,0.0,0.0,Focused
1788879943.91,2,0.4026,2,0.0,17.88,0.0,0.0,Focused
1788879944.0,1,0.4537,2,0.0,15.95,0.0,0.0,Focused
1788879944.06,1,0.3769,2,0.0,18.45,0.0,0.0,Focused
1788879944.14,1,0.4061,2,0.0,15.44,0.0,0.0,Focused
1788879944.22,1,0.3678,2,0.0,14.88,0.0,0.0,Focused
1788879944.32,1,0.3102,2,0.0,5.48,0.0,0.0,Focused
1788879944.4,1,0.3102,2,0.0,5.48,0.0,0.0,Focused
1788879944.51,1,0.3915,2,0.0,3.71,0.0,0.0,Focused
1788879944.59,1,0.394,2,0.0,7.86,0.0,0.0,Focused
1788879944.7,1,0.4014,2,0.0,12.68,0.0,0.0,Focused
1788879944.81,1,0.4217,2,0.0,15.85,0.0,0.0,Focused
1788879944.9,1,0.4259,2,0.0,16.63,0.0,0.0,Focused
1788879944.97,1,0.4182,2,0.0,16.0,0.0,0.0,Focused
1788879945.03,1,0.3705,2,0.0,12.49,0.0,0.0,Focused
1788879945.11,1,0.3567,2,0.0,10.9,0.0,0.0,Focused
1788879945.19,1,0.3567,2,0.0,10.9,0.0,0.0,Focused
1788879945.29,1,0.2951,2,0.0,7.76,0.0,0.0,Focused
1788879945.37,1,0.2988,2,0.0,5.04,0.0,0.0,Focused
1788879945.47,1,0.3485,2,0.0,4.6,0.0,0.0,Focused
1788879945.53,1,0.3309,2,0.0,6.05,0.0,0.0,Focused
1788879945.6,1,0.1994,2,0.0,8.06,0.0,0.0,Focused
1788879945.68,1,0.1994,2,0.08,8.06,0.0,0.0,Focused
1788879945.74,1,0.4057,3,0.0,7.6,0.0,0.0,Focused
1788879945.81,1,0.4454,3,0.0,6.15,0.0,0.0,Focused
1788879945.9,1,0.4454,3,0.0,6.15,0.0,0.0,Focused
1788879945.98,1,0.4072,3,0.0,7.37,0.0,0.0,Focused
1788879946.06,1,0.4216,3,0.0,12.47,0.0,0.0,Focused
1788879946.13,1,0.4164,3,0.0,16.85,0.0,0.0,Focused
1788879946.21,1,0.441,3,0.0,20.11,0.0,0.0,Focused
1788879946.3,1,0.4113,3,0.0,20.77,0.0,0.0,Focused
1788879946.41,1,0.4113,3,0.0,20.77,0.0,0.0,Focused
1788879946.48,1,0.4036,3,0.0,20.85,0.0,0.0,Focused
1788879946.55,1,0.4307,3,0.0,18.99,0.0,0.0,Focused
1788879946.63,1,0.405,3,0.0,19.96,0.0,0.0,Focused
1788879946.71,1,0.3662,3,0.0,20.05,0.0,0.0,Focused
1788879946.82,1,0.3166,3,0.0,11.11,0.0,0.0,Focused
1788879946.88,1,0.3543,3,0.0,8.9,0.0,0.0,Focused
1788879946.94,1,0.3543,3,0.0,8.9,0.0,0.0,Focused
1788879947.0,1,0.3611,3,0.0,14.01,0.0,0.0,Focused
1788879947.09,1,0.3611,3,0.0,14.01,0.0,0.0,Focused
1788879947.17,1,0.4157,3,0.0,12.49,0.0,0.0,Focused
1788879947.25,1,0.3901,3,0.0,20.91,0.0,0.0,Focused
1788879947.33,1,0.4343,3,0.0,18.07,0.0,0.0,Focused
1788879947.42,1,0.3912,3,0.0,17.91,0.0,0.0,Focused
1788879947.53,1,0.2924,3,0.0,10.06,0.0,0.0,Focused
1788879947.61,1,0.3195,3,0.0,3.56,0.0,0.0,Focused
1788879947.71,1,0.3195,3,0.0,3.56,0.0,0.0,Focused
1788879947.82,1,0.3202,3,0.0,0.59,0.0,0.0,Focused
1788879947.89,1,0.3202,3,0.0,0.59,0.0,0.0,Focused
1788879947.97,1,0.246,3,0.0,1.68,0.0,0.0,Focused
1788879948.04,1,0.2793,3,0.0,1.85,0.0,0.0,Focused
1788879948.11,1,0.2607,3,0.0,2.1,0.0,0.0,Focused
1788879948.2,1,0.2607,3,0.0,2.1,0.0,0.0,Focused
1788879948.31,1,0.2574,3,0.0,4.33,0.0,0.0,Focused
1788879948.41,1,0.3516,3,0.0,9.46,0.0,0.0,Focused
1788879948.5,1,0.4016,3,0.0,15.85,0.0,0.0,Focused
1788879948.58,1,0.4085,3,0.0,15.6,0.0,0.0,Focused
1788879948.68,1,0.3629,3,0.0,10.8,0.0,0.0,Focused
1788879948.77,1,0.3554,3,0.0,8.49,0.0,0.0,Focused
1788879948.87,1,0.3169,3,0.0,5.31,0.0,0.0,Focused
1788879948.97,1,0.324,3,0.0,3.25,0.0,0.0,Focused
1788879949.05,1,0.319,3,0.0,3.5,0.0,0.0,Focused
1788879949.15,1,0.3066,3,0.0,3.96,0.0,0.0,Focused
1788879949.22,1,0.3481,3,0.0,5.94,0.0,0.0,Focused
1788879949.29,1,0.3814,3,0.0,6.4,0.0,0.0,Focused
1788879949.41,1,0.3966,3,0.0,8.86,0.0,0.0,Focused
1788879949.49,1,0.3966,3,0.0,8.86,0.0,0.0,Focused
1788879949.58,1,0.309,3,0.0,9.62,0.0,0.0,Focused
1788879949.65,1,0.2895,3,0.0,5.04,0.0,0.0,Focused
1788879949.71,1,0.3113,3,0.0,4.57,0.0,0.0,Focused
1788879949.77,1,0.3113,3,0.0,4.57,0.0,0.0,Focused
1788879949.84,1,0.3404,3,0.0,6.31,0.0,0.0,Focused
1788879949.93,1,0.3301,3,0.0,4.73,0.0,0.0,Focused
1788879949.99,1,0.3213,3,0.0,5.6,0.0,0.0,Focused
1788879950.08,1,0.3003,3,0.0,5.74,0.0,0.0,Focused
1788879950.17,1,0.3003,3,0.0,5.74,0.0,0.0,Focused
1788879950.26,1,0.2862,3,0.0,3.3,0.0,0.0,Focused
1788879950.37,1,0.2541,3,0.0,2.28,0.0,0.0,Focused
1788879950.43,1,0.2932,3,0.0,2.11,0.0,0.0,Focused
1788879950.49,1,0.3071,3,0.0,1.7,0.0,0.0,Focused
1788879950.61,1,0.2935,3,0.0,2.91,0.0,0.0,Focused
1788879950.68,1,0.2935,3,0.0,2.91,0.0,0.0,Focused
1788879950.78,1,0.3769,3,0.0,4.75,0.0,0.0,Focused
1788879950.85,1,0.3889,3,0.0,7.98,0.0,0.0,Focused
1788879950.92,1,0.4138,3,0.0,7.65,0.0,0.0,Focused
1788879951.0,1,0.4138,3,0.0,7.65,0.0,0.0,Focused
1788879951.07,1,0.3956,3,0.0,10.04,0.0,0.0,Focused
1788879951.13,1,0.3334,3,0.0,8.71,0.0,0.0,Focused
1788879951.2,1,0.3108,3,0.0,7.22,0.0,0.0,Focused
1788879951.31,1,0.3328,3,0.0,6.58,0.0,0.0,Focused
1788879951.36,1,0.3328,3,0.0,6.58,0.0,0.0,Focused
1788879951.43,1,0.2852,3,0.0,5.79,0.0,0.0,Focused
1788879951.51,1,0.2997,3,0.0,4.72,0.0,0.0,Focused
1788879951.58,1,0.2997,3,0.0,4.72,0.0,0.0,Focused
1788879951.64,1,0.2921,3,0.0,5.45,0.0,0.0,Focused
1788879951.71,1,0.3312,3,0.0,5.2,0.0,0.0,Focused
1788879951.78,1,0.3312,3,0.0,5.2,0.0,0.0,Focused
1788879951.84,1,0.3711,3,0.0,6.02,0.0,0.0,Focused
1788879951.93,1,0.3966,3,0.0,7.38,0.0,0.0,Focused
1788879952.02,1,0.3822,3,0.0,3.99,0.0,0.0,Focused
1788879952.07,1,0.3822,3,0.0,3.99,0.0,0.0,Focused
1788879952.14,1,0.2854,3,0.0,3.34,0.0,0.0,Focused
1788879952.21,1,0.3134,3,0.0,3.6,0.0,0.0,Focused
1788879952.28,1,0.3134,3,0.0,3.6,0.0,0.0,Focused
1788879952.37,1,0.2968,3,0.0,2.28,0.0,0.0,Focused
1788879952.46,1,0.2714,3,0.0,4.19,0.0,0.0,Focused
1788879952.54,1,0.2662,3,0.0,4.16,0.0,0.0,Focused
1788879952.61,1,0.2502,3,0.0,3.39,0.0,0.0,Focused
1788879952.68,1,0.2502,3,0.0,3.39,0.0,0.0,Focused
1788879952.75,1,0.2634,3,0.0,4.84,0.0,0.0,Focused
1788879952.83,1,0.2969,3,0.0,5.17,0.0,0.0,Focused
1788879952.9,1,0.3023,3,0.0,2.33,0.0,0.0,Focused
1788879952.98,1,0.3023,3,0.0,2.33,0.0,0.0,Focused
1788879953.07,1,0.2688,3,0.0,4.02,0.0,0.0,Focused
1788879953.15,1,0.2693,3,0.0,2.38,0.0,0.0,Focused
1788879953.21,1,0.2529,3,0.0,3.58,0.0,0.0,Focused
1788879953.29,1,0.3832,3,0.0,2.07,0.0,0.0,Focused
1788879953.37,1,0.3832,3,0.0,2.07,0.0,0.0,Focused
1788879953.47,1,0.3846,3,0.0,4.25,0.0,0.0,Focused
1788879953.53,1,0.4191,3,0.0,7.99,0.0,0.0,Focused
1788879953.59,1,0.3984,3,0.0,7.74,0.0,0.0,Focused
1788879953.69,1,0.3984,3,0.0,7.74,0.0,0.0,Focused
1788879953.78,1,0.4104,3,0.0,9.88,0.0,0.0,Focused
1788879953.85,1,0.4014,3,0.0,7.61,0.0,0.0,Focused
1788879953.92,1,0.4012,3,0.0,9.34,0.0,0.0,Focused
1788879954.01,1,0.3369,3,0.0,6.46,0.0,0.0,Focused
1788879954.07,1,0.3369,3,0.0,6.46,0.0,0.0,Focused
1788879954.14,1,0.3097,3,0.0,6.84,0.0,0.0,Focused
1788879954.19,1,0.3348,3,0.0,7.26,0.0,0.0,Focused
1788879954.28,1,0.3348,3,0.0,7.26,0.0,0.0,Focused
1788879954.35,1,0.3232,3,0.0,6.2,0.0,0.0,Focused
1788879954.41,1,0.2766,3,0.0,3.47,0.0,0.0,Focused
1788879954.47,1,0.2766,3,0.0,3.47,0.0,0.0,Focused
1788879954.54,1,0.2787,3,0.0,2.89,0.0,0.0,Focused
1788879954.6,1,0.2835,3,0.0,3.64,0.0,0.0,Focused
1788879954.68,1,0.2835,3,0.0,3.64,0.0,0.0,Focused
1788879954.75,1,0.2689,3,0.0,2.17,0.0,0.0,Focused
1788879954.86,1,0.2616,3,0.0,5.13,0.0,0.0,Focused
1788879954.96,1,0.292,3,0.0,1.72,0.0,0.0,Focused
1788879955.03,1,0.3724,3,0.0,4.04,0.0,0.0,Focused
1788879955.1,1,0.4141,3,0.0,5.63,0.0,0.0,Focused
1788879955.19,1,0.4141,3,0.0,5.63,0.0,0.0,Focused
1788879955.28,1,0.406,3,0.0,5.16,0.0,0.0,Focused
1788879955.35,1,0.383,3,0.0,7.72,0.0,0.0,Focused
1788879955.42,1,0.3919,3,0.0,8.44,0.0,0.0,Focused
1788879955.48,1,0.3919,3,0.0,8.44,0.0,0.0,Focused
1788879955.55,1,0.417,3,0.0,7.91,0.0,0.0,Focused
1788879955.61,1,0.3526,3,0.0,9.42,0.0,0.0,Focused
1788879955.67,1,0.3526,3,0.0,9.42,0.0,0.0,Focused
1788879955.73,2,0.376,3,0.0,10.44,0.0,0.0,Focused
1788879955.79,1,0.3899,3,0.0,10.87,0.0,0.0,Focused
1788879955.85,1,0.3899,3,0.0,10.87,0.0,0.0,Focused
1788879955.92,1,0.4252,3,0.0,9.05,0.0,0.0,Focused
1788879955.98,1,0.4252,3,0.0,9.05,0.0,0.0,Focused
1788879956.04,1,0.4187,3,0.0,10.73,0.0,0.0,Focused
1788879956.11,1,0.4113,3,0.0,6.18,0.0,0.0,Focused
1788879956.16,1,0.4113,3,0.0,6.18,0.0,0.0,Focused
1788879956.24,1,0.4009,3,0.0,5.11,0.0,0.0,Focused
1788879956.3,1,0.3853,3,0.0,3.45,0.0,0.0,Focused
1788879956.37,1,0.3853,3,0.0,3.45,0.0,0.0,Focused
1788879956.43,1,0.413,3,0.0,3.04,0.0,0.0,Focused
1788879956.5,1,0.4215,3,0.0,1.58,0.0,0.0,Focused
1788879956.56,1,0.4215,3,0.0,1.58,0.0,0.0,Focused
1788879956.62,1,0.4333,3,0.0,3.89,0.0,0.0,Focused
1788879956.7,1,0.4364,3,0.0,2.07,0.0,0.0,Focused
1788879956.76,1,0.4364,3,0.0,2.07,0.0,0.0,Focused
1788879956.83,1,0.4036,3,0.0,4.18,0.0,0.0,Focused
1788879956.89,1,0.4084,3,0.0,7.32,0.0,0.0,Focused
1788879956.95,1,0.4084,3,0.0,7.32,0.0,0.0,Focused
1788879957.04,1,0.4119,3,0.0,7.41,0.0,0.0,Focused
1788879957.13,1,0.4297,3,0.0,7.41,0.0,0.0,Focused
